Number A,Operation,Number B,Solution
19.0,1.0,19.0,38.0
10.0,1.0,7.0,17.0
13.0,3.0,12.0,156.0
5.0,3.0,15.0,75.0
9.0,2.0,16.0,-7.0
14.0,3.0,8.0,112.0
12.0,3.0,3.0,36.0
2.0,1.0,14.0,16.0
19.0,2.0,16.0,3.0
2.0,3.0,13.0,26.0
2.0,2.0,11.0,-9.0
12.0,1.0,3.0,15.0
15.0,3.0,15.0,225.0
19.0,1.0,10.0,29.0
7.0,2.0,16.0,-9.0
20.0,3.0,14.0,280.0
4.0,1.0,18.0,22.0
1.0,2.0,10.0,-9.0
11.0,4.0,3.0,3.6666666666666665
5.0,2.0,9.0,-4.0
16.0,2.0,20.0,-4.0
11.0,2.0,6.0,5.0
12.0,4.0,19.0,0.631578947368421
1.0,2.0,4.0,-3.0
15.0,3.0,15.0,225.0
12.0,1.0,17.0,29.0
16.0,4.0,3.0,5.333333333333333
10.0,3.0,18.0,180.0
11.0,2.0,16.0,-5.0
1.0,4.0,8.0,0.125
19.0,1.0,11.0,30.0
18.0,4.0,18.0,1.0
2.0,4.0,20.0,0.1
9.0,2.0,4.0,5.0
5.0,1.0,4.0,9.0
11.0,3.0,4.0,44.0
2.0,2.0,17.0,-15.0
18.0,2.0,20.0,-2.0
13.0,4.0,3.0,4.333333333333333
1.0,4.0,9.0,0.1111111111111111
15.0,1.0,14.0,29.0
8.0,3.0,17.0,136.0
19.0,4.0,8.0,2.375
12.0,3.0,12.0,144.0
1.0,2.0,9.0,-8.0
12.0,1.0,6.0,18.0
7.0,3.0,2.0,14.0
6.0,4.0,17.0,0.35294117647058826
8.0,3.0,1.0,8.0
2.0,3.0,19.0,38.0
3.0,2.0,10.0,-7.0
9.0,4.0,3.0,3.0
12.0,2.0,10.0,2.0
19.0,1.0,14.0,33.0
8.0,4.0,9.0,0.8888888888888888
5.0,2.0,19.0,-14.0
13.0,3.0,14.0,182.0
6.0,1.0,17.0,23.0
10.0,1.0,19.0,29.0
10.0,3.0,11.0,110.0
3.0,2.0,11.0,-8.0
4.0,3.0,3.0,12.0
2.0,3.0,9.0,18.0
17.0,4.0,7.0,2.4285714285714284
1.0,4.0,17.0,0.058823529411764705
18.0,4.0,9.0,2.0
7.0,1.0,8.0,15.0
7.0,4.0,2.0,3.5
14.0,3.0,8.0,112.0
1.0,1.0,4.0,5.0
10.0,2.0,2.0,8.0
19.0,1.0,3.0,22.0
4.0,3.0,12.0,48.0
2.0,2.0,18.0,-16.0
11.0,1.0,20.0,31.0
11.0,3.0,5.0,55.0
10.0,2.0,20.0,-10.0
15.0,4.0,19.0,0.7894736842105263
14.0,3.0,1.0,14.0
13.0,1.0,7.0,20.0
8.0,4.0,1.0,8.0
5.0,4.0,13.0,0.38461538461538464
2.0,2.0,13.0,-11.0
14.0,3.0,10.0,140.0
11.0,2.0,18.0,-7.0
6.0,1.0,13.0,19.0
11.0,4.0,12.0,0.9166666666666666
11.0,2.0,2.0,9.0
19.0,2.0,5.0,14.0
12.0,2.0,6.0,6.0
14.0,4.0,17.0,0.8235294117647058
12.0,2.0,4.0,8.0
5.0,4.0,4.0,1.25
5.0,2.0,1.0,4.0
9.0,3.0,17.0,153.0
4.0,2.0,15.0,-11.0
11.0,2.0,20.0,-9.0
20.0,2.0,15.0,5.0
9.0,1.0,2.0,11.0
13.0,4.0,3.0,4.333333333333333
15.0,3.0,6.0,90.0
18.0,3.0,6.0,108.0
1.0,4.0,15.0,0.06666666666666667
8.0,3.0,16.0,128.0
8.0,2.0,20.0,-12.0
13.0,3.0,2.0,26.0
5.0,4.0,10.0,0.5
19.0,4.0,10.0,1.9
2.0,1.0,11.0,13.0
6.0,3.0,19.0,114.0
6.0,1.0,3.0,9.0
3.0,1.0,3.0,6.0
10.0,2.0,19.0,-9.0
13.0,2.0,19.0,-6.0
5.0,2.0,13.0,-8.0
13.0,2.0,15.0,-2.0
18.0,3.0,3.0,54.0
17.0,1.0,18.0,35.0
17.0,4.0,15.0,1.1333333333333333
5.0,1.0,13.0,18.0
13.0,3.0,8.0,104.0
8.0,3.0,8.0,64.0
8.0,1.0,19.0,27.0
2.0,2.0,4.0,-2.0
10.0,3.0,14.0,140.0
18.0,2.0,3.0,15.0
8.0,2.0,10.0,-2.0
8.0,2.0,16.0,-8.0
5.0,1.0,8.0,13.0
15.0,4.0,19.0,0.7894736842105263
9.0,3.0,6.0,54.0
16.0,4.0,4.0,4.0
9.0,3.0,7.0,63.0
5.0,1.0,1.0,6.0
16.0,1.0,8.0,24.0
16.0,4.0,5.0,3.2
4.0,1.0,20.0,24.0
17.0,2.0,1.0,16.0
20.0,2.0,16.0,4.0
20.0,3.0,16.0,320.0
17.0,1.0,11.0,28.0
5.0,4.0,17.0,0.29411764705882354
8.0,3.0,1.0,8.0
5.0,2.0,20.0,-15.0
15.0,2.0,17.0,-2.0
6.0,3.0,9.0,54.0
17.0,1.0,3.0,20.0
10.0,2.0,7.0,3.0
3.0,1.0,12.0,15.0
17.0,1.0,13.0,30.0
12.0,2.0,4.0,8.0
3.0,2.0,15.0,-12.0
20.0,4.0,6.0,3.3333333333333335
15.0,4.0,20.0,0.75
18.0,2.0,14.0,4.0
13.0,4.0,10.0,1.3
3.0,4.0,6.0,0.5
1.0,1.0,6.0,7.0
9.0,1.0,19.0,28.0
2.0,1.0,9.0,11.0
4.0,4.0,16.0,0.25
20.0,4.0,8.0,2.5
6.0,4.0,1.0,6.0
10.0,2.0,13.0,-3.0
9.0,4.0,10.0,0.9
3.0,3.0,9.0,27.0
10.0,2.0,14.0,-4.0
16.0,2.0,3.0,13.0
18.0,1.0,16.0,34.0
10.0,2.0,12.0,-2.0
16.0,4.0,2.0,8.0
10.0,4.0,6.0,1.6666666666666667
13.0,1.0,11.0,24.0
19.0,3.0,12.0,228.0
1.0,4.0,4.0,0.25
13.0,4.0,20.0,0.65
3.0,4.0,7.0,0.42857142857142855
3.0,1.0,19.0,22.0
8.0,3.0,17.0,136.0
9.0,3.0,4.0,36.0
2.0,4.0,9.0,0.2222222222222222
17.0,4.0,2.0,8.5
11.0,1.0,19.0,30.0
10.0,1.0,16.0,26.0
14.0,4.0,8.0,1.75
12.0,2.0,3.0,9.0
7.0,3.0,12.0,84.0
6.0,2.0,4.0,2.0
6.0,2.0,11.0,-5.0
14.0,4.0,2.0,7.0
3.0,2.0,14.0,-11.0
20.0,2.0,17.0,3.0
14.0,3.0,13.0,182.0
6.0,3.0,13.0,78.0
19.0,1.0,12.0,31.0
10.0,1.0,8.0,18.0
10.0,2.0,17.0,-7.0
1.0,4.0,19.0,0.05263157894736842
18.0,2.0,7.0,11.0
14.0,2.0,18.0,-4.0
18.0,3.0,8.0,144.0
13.0,2.0,8.0,5.0
15.0,2.0,7.0,8.0
10.0,2.0,20.0,-10.0
9.0,2.0,16.0,-7.0
19.0,4.0,20.0,0.95
15.0,3.0,15.0,225.0
1.0,3.0,1.0,1.0
5.0,1.0,7.0,12.0
17.0,4.0,18.0,0.9444444444444444
9.0,4.0,8.0,1.125
6.0,3.0,8.0,48.0
17.0,3.0,9.0,153.0
17.0,1.0,16.0,33.0
13.0,4.0,6.0,2.1666666666666665
11.0,3.0,14.0,154.0
1.0,3.0,7.0,7.0
1.0,1.0,4.0,5.0
1.0,2.0,1.0,0.0
15.0,2.0,1.0,14.0
2.0,3.0,19.0,38.0
10.0,1.0,18.0,28.0
8.0,4.0,8.0,1.0
19.0,3.0,9.0,171.0
2.0,2.0,8.0,-6.0
3.0,1.0,17.0,20.0
3.0,4.0,11.0,0.2727272727272727
19.0,2.0,5.0,14.0
14.0,3.0,10.0,140.0
8.0,3.0,13.0,104.0
17.0,2.0,5.0,12.0
11.0,1.0,11.0,22.0
5.0,3.0,8.0,40.0
7.0,4.0,18.0,0.3888888888888889
18.0,4.0,11.0,1.6363636363636365
1.0,3.0,15.0,15.0
19.0,1.0,9.0,28.0
12.0,3.0,9.0,108.0
8.0,1.0,11.0,19.0
19.0,1.0,4.0,23.0
12.0,2.0,15.0,-3.0
20.0,1.0,15.0,35.0
4.0,3.0,4.0,16.0
11.0,1.0,16.0,27.0
8.0,2.0,9.0,-1.0
7.0,3.0,16.0,112.0
11.0,4.0,6.0,1.8333333333333333
8.0,3.0,3.0,24.0
13.0,2.0,16.0,-3.0
4.0,4.0,19.0,0.21052631578947367
8.0,4.0,20.0,0.4
3.0,3.0,1.0,3.0
11.0,4.0,14.0,0.7857142857142857
2.0,1.0,17.0,19.0
9.0,4.0,20.0,0.45
16.0,2.0,3.0,13.0
8.0,3.0,13.0,104.0
12.0,4.0,13.0,0.9230769230769231
7.0,3.0,4.0,28.0
4.0,3.0,1.0,4.0
7.0,3.0,20.0,140.0
16.0,1.0,14.0,30.0
2.0,3.0,8.0,16.0
9.0,4.0,20.0,0.45
15.0,1.0,9.0,24.0
2.0,2.0,2.0,0.0
1.0,4.0,19.0,0.05263157894736842
3.0,4.0,3.0,1.0
15.0,1.0,17.0,32.0
9.0,3.0,14.0,126.0
1.0,1.0,12.0,13.0
19.0,1.0,6.0,25.0
3.0,2.0,10.0,-7.0
4.0,1.0,9.0,13.0
7.0,3.0,4.0,28.0
8.0,2.0,17.0,-9.0
20.0,4.0,3.0,6.666666666666667
14.0,4.0,18.0,0.7777777777777778
4.0,1.0,9.0,13.0
9.0,1.0,17.0,26.0
2.0,1.0,19.0,21.0
20.0,1.0,11.0,31.0
7.0,2.0,9.0,-2.0
16.0,1.0,10.0,26.0
18.0,2.0,4.0,14.0
20.0,1.0,20.0,40.0
1.0,1.0,8.0,9.0
13.0,4.0,19.0,0.6842105263157895
6.0,4.0,5.0,1.2
18.0,1.0,15.0,33.0
12.0,3.0,14.0,168.0
9.0,3.0,4.0,36.0
11.0,1.0,6.0,17.0
18.0,4.0,14.0,1.2857142857142858
16.0,3.0,8.0,128.0
15.0,4.0,17.0,0.8823529411764706
15.0,4.0,17.0,0.8823529411764706
20.0,1.0,16.0,36.0
19.0,3.0,11.0,209.0
2.0,3.0,1.0,2.0
1.0,2.0,18.0,-17.0
3.0,3.0,4.0,12.0
18.0,2.0,17.0,1.0
4.0,3.0,12.0,48.0
6.0,3.0,19.0,114.0
9.0,1.0,3.0,12.0
10.0,1.0,1.0,11.0
9.0,4.0,15.0,0.6
7.0,2.0,1.0,6.0
10.0,3.0,18.0,180.0
8.0,2.0,15.0,-7.0
18.0,2.0,5.0,13.0
5.0,4.0,16.0,0.3125
10.0,2.0,9.0,1.0
19.0,1.0,2.0,21.0
14.0,2.0,17.0,-3.0
15.0,3.0,8.0,120.0
20.0,3.0,1.0,20.0
18.0,3.0,3.0,54.0
1.0,2.0,9.0,-8.0
5.0,4.0,15.0,0.3333333333333333
7.0,1.0,9.0,16.0
18.0,4.0,20.0,0.9
11.0,2.0,16.0,-5.0
17.0,3.0,17.0,289.0
3.0,1.0,19.0,22.0
6.0,1.0,19.0,25.0
3.0,2.0,20.0,-17.0
16.0,4.0,4.0,4.0
12.0,4.0,1.0,12.0
6.0,4.0,19.0,0.3157894736842105
15.0,3.0,4.0,60.0
9.0,1.0,14.0,23.0
19.0,1.0,5.0,24.0
18.0,2.0,16.0,2.0
16.0,2.0,17.0,-1.0
3.0,4.0,5.0,0.6
5.0,1.0,3.0,8.0
9.0,2.0,5.0,4.0
6.0,3.0,17.0,102.0
15.0,4.0,3.0,5.0
14.0,1.0,2.0,16.0
12.0,3.0,3.0,36.0
12.0,4.0,7.0,1.7142857142857142
3.0,2.0,6.0,-3.0
15.0,1.0,16.0,31.0
6.0,2.0,15.0,-9.0
2.0,3.0,16.0,32.0
15.0,3.0,19.0,285.0
14.0,3.0,16.0,224.0
15.0,2.0,10.0,5.0
18.0,3.0,2.0,36.0
3.0,2.0,7.0,-4.0
4.0,1.0,2.0,6.0
20.0,4.0,20.0,1.0
18.0,2.0,3.0,15.0
12.0,1.0,8.0,20.0
11.0,3.0,17.0,187.0
17.0,1.0,10.0,27.0
9.0,4.0,11.0,0.8181818181818182
14.0,4.0,9.0,1.5555555555555556
7.0,3.0,18.0,126.0
11.0,1.0,17.0,28.0
15.0,2.0,8.0,7.0
4.0,2.0,19.0,-15.0
11.0,1.0,5.0,16.0
15.0,4.0,1.0,15.0
15.0,4.0,9.0,1.6666666666666667
13.0,1.0,4.0,17.0
16.0,2.0,7.0,9.0
13.0,2.0,12.0,1.0
9.0,3.0,9.0,81.0
10.0,3.0,8.0,80.0
20.0,3.0,20.0,400.0
19.0,2.0,5.0,14.0
1.0,4.0,9.0,0.1111111111111111
6.0,1.0,16.0,22.0
17.0,4.0,15.0,1.1333333333333333
1.0,3.0,1.0,1.0
20.0,4.0,3.0,6.666666666666667
8.0,1.0,11.0,19.0
11.0,3.0,8.0,88.0
13.0,3.0,8.0,104.0
9.0,1.0,20.0,29.0
11.0,4.0,20.0,0.55
4.0,1.0,9.0,13.0
7.0,4.0,18.0,0.3888888888888889
10.0,2.0,13.0,-3.0
19.0,2.0,12.0,7.0
15.0,2.0,13.0,2.0
7.0,4.0,1.0,7.0
18.0,4.0,4.0,4.5
20.0,4.0,6.0,3.3333333333333335
18.0,2.0,17.0,1.0
2.0,2.0,12.0,-10.0
18.0,4.0,12.0,1.5
4.0,4.0,6.0,0.6666666666666666
16.0,2.0,16.0,0.0
2.0,1.0,17.0,19.0
19.0,1.0,15.0,34.0
10.0,4.0,4.0,2.5
4.0,2.0,18.0,-14.0
20.0,3.0,18.0,360.0
15.0,1.0,8.0,23.0
19.0,2.0,3.0,16.0
2.0,1.0,6.0,8.0
18.0,2.0,12.0,6.0
2.0,1.0,15.0,17.0
18.0,3.0,11.0,198.0
14.0,1.0,10.0,24.0
10.0,1.0,6.0,16.0
19.0,4.0,13.0,1.4615384615384615
2.0,3.0,9.0,18.0
4.0,2.0,4.0,0.0
20.0,3.0,13.0,260.0
3.0,1.0,12.0,15.0
15.0,2.0,15.0,0.0
8.0,1.0,11.0,19.0
17.0,1.0,15.0,32.0
18.0,4.0,16.0,1.125
8.0,3.0,6.0,48.0
13.0,4.0,6.0,2.1666666666666665
11.0,4.0,7.0,1.5714285714285714
9.0,2.0,3.0,6.0
4.0,1.0,11.0,15.0
4.0,1.0,19.0,23.0
7.0,1.0,10.0,17.0
1.0,3.0,20.0,20.0
6.0,2.0,14.0,-8.0
20.0,1.0,10.0,30.0
10.0,4.0,20.0,0.5
18.0,3.0,2.0,36.0
9.0,1.0,9.0,18.0
17.0,3.0,10.0,170.0
3.0,2.0,2.0,1.0
7.0,3.0,8.0,56.0
4.0,4.0,19.0,0.21052631578947367
1.0,4.0,17.0,0.058823529411764705
3.0,4.0,3.0,1.0
9.0,3.0,1.0,9.0
6.0,2.0,4.0,2.0
15.0,1.0,8.0,23.0
16.0,4.0,1.0,16.0
9.0,2.0,6.0,3.0
10.0,3.0,10.0,100.0
19.0,1.0,13.0,32.0
4.0,3.0,6.0,24.0
6.0,1.0,3.0,9.0
12.0,2.0,9.0,3.0
16.0,2.0,13.0,3.0
12.0,3.0,5.0,60.0
13.0,3.0,7.0,91.0
12.0,4.0,8.0,1.5
13.0,2.0,7.0,6.0
8.0,3.0,3.0,24.0
7.0,4.0,12.0,0.5833333333333334
1.0,3.0,15.0,15.0
12.0,4.0,7.0,1.7142857142857142
7.0,2.0,19.0,-12.0
19.0,3.0,8.0,152.0
4.0,3.0,20.0,80.0
11.0,1.0,4.0,15.0
1.0,2.0,1.0,0.0
19.0,2.0,8.0,11.0
17.0,3.0,7.0,119.0
5.0,1.0,16.0,21.0
17.0,3.0,16.0,272.0
5.0,4.0,9.0,0.5555555555555556
10.0,2.0,7.0,3.0
13.0,4.0,7.0,1.8571428571428572
10.0,2.0,6.0,4.0
6.0,2.0,3.0,3.0
1.0,2.0,9.0,-8.0
16.0,2.0,18.0,-2.0
9.0,3.0,14.0,126.0
20.0,1.0,19.0,39.0
15.0,2.0,2.0,13.0
6.0,1.0,8.0,14.0
4.0,3.0,17.0,68.0
12.0,2.0,20.0,-8.0
17.0,4.0,12.0,1.4166666666666667
20.0,4.0,15.0,1.3333333333333333
18.0,3.0,4.0,72.0
16.0,4.0,7.0,2.2857142857142856
16.0,3.0,3.0,48.0
8.0,2.0,13.0,-5.0
15.0,1.0,17.0,32.0
3.0,2.0,13.0,-10.0
2.0,4.0,1.0,2.0
12.0,1.0,9.0,21.0
19.0,4.0,9.0,2.111111111111111
7.0,4.0,1.0,7.0
17.0,3.0,4.0,68.0
10.0,1.0,4.0,14.0
1.0,3.0,11.0,11.0
17.0,2.0,4.0,13.0
14.0,2.0,8.0,6.0
12.0,3.0,6.0,72.0
13.0,4.0,9.0,1.4444444444444444
14.0,2.0,3.0,11.0
11.0,3.0,15.0,165.0
1.0,2.0,15.0,-14.0
9.0,2.0,3.0,6.0
14.0,2.0,5.0,9.0
7.0,3.0,7.0,49.0
12.0,1.0,17.0,29.0
3.0,4.0,2.0,1.5
7.0,3.0,4.0,28.0
18.0,1.0,15.0,33.0
18.0,1.0,20.0,38.0
11.0,1.0,17.0,28.0
20.0,1.0,14.0,34.0
2.0,2.0,15.0,-13.0
20.0,2.0,7.0,13.0
9.0,4.0,19.0,0.47368421052631576
1.0,4.0,17.0,0.058823529411764705
19.0,3.0,10.0,190.0
15.0,1.0,14.0,29.0
7.0,1.0,5.0,12.0
6.0,4.0,9.0,0.6666666666666666
10.0,4.0,1.0,10.0
3.0,1.0,9.0,12.0
5.0,4.0,9.0,0.5555555555555556
5.0,1.0,12.0,17.0
6.0,2.0,11.0,-5.0
17.0,4.0,8.0,2.125
11.0,1.0,13.0,24.0
7.0,4.0,2.0,3.5
8.0,3.0,14.0,112.0
12.0,3.0,15.0,180.0
14.0,3.0,10.0,140.0
6.0,1.0,4.0,10.0
13.0,1.0,15.0,28.0
12.0,4.0,7.0,1.7142857142857142
7.0,1.0,17.0,24.0
12.0,2.0,15.0,-3.0
9.0,3.0,15.0,135.0
12.0,1.0,2.0,14.0
9.0,3.0,9.0,81.0
5.0,3.0,1.0,5.0
7.0,1.0,7.0,14.0
11.0,3.0,17.0,187.0
14.0,3.0,16.0,224.0
1.0,4.0,17.0,0.058823529411764705
10.0,3.0,15.0,150.0
9.0,2.0,5.0,4.0
3.0,3.0,1.0,3.0
4.0,3.0,13.0,52.0
17.0,4.0,6.0,2.8333333333333335
5.0,4.0,8.0,0.625
20.0,3.0,16.0,320.0
11.0,1.0,1.0,12.0
11.0,3.0,7.0,77.0
19.0,1.0,5.0,24.0
6.0,4.0,15.0,0.4
11.0,4.0,12.0,0.9166666666666666
10.0,2.0,15.0,-5.0
8.0,3.0,10.0,80.0
10.0,4.0,14.0,0.7142857142857143
6.0,4.0,18.0,0.3333333333333333
20.0,4.0,1.0,20.0
8.0,2.0,13.0,-5.0
5.0,2.0,6.0,-1.0
1.0,3.0,11.0,11.0
16.0,1.0,14.0,30.0
11.0,4.0,11.0,1.0
12.0,2.0,4.0,8.0
12.0,2.0,5.0,7.0
12.0,3.0,8.0,96.0
10.0,4.0,14.0,0.7142857142857143
4.0,1.0,16.0,20.0
15.0,1.0,10.0,25.0
8.0,3.0,4.0,32.0
14.0,4.0,10.0,1.4
19.0,4.0,12.0,1.5833333333333333
17.0,2.0,20.0,-3.0
2.0,3.0,5.0,10.0
12.0,1.0,10.0,22.0
17.0,3.0,3.0,51.0
8.0,4.0,10.0,0.8
9.0,4.0,8.0,1.125
3.0,1.0,12.0,15.0
7.0,1.0,17.0,24.0
8.0,1.0,2.0,10.0
13.0,2.0,11.0,2.0
19.0,3.0,2.0,38.0
5.0,3.0,1.0,5.0
1.0,3.0,6.0,6.0
10.0,3.0,12.0,120.0
11.0,2.0,10.0,1.0
5.0,1.0,3.0,8.0
6.0,3.0,1.0,6.0
4.0,4.0,13.0,0.3076923076923077
13.0,3.0,8.0,104.0
18.0,2.0,7.0,11.0
3.0,4.0,20.0,0.15
5.0,1.0,3.0,8.0
15.0,2.0,8.0,7.0
6.0,1.0,6.0,12.0
19.0,3.0,15.0,285.0
16.0,1.0,9.0,25.0
6.0,4.0,1.0,6.0
5.0,3.0,15.0,75.0
3.0,1.0,11.0,14.0
10.0,2.0,20.0,-10.0
11.0,2.0,20.0,-9.0
18.0,1.0,2.0,20.0
10.0,3.0,4.0,40.0
1.0,4.0,8.0,0.125
8.0,1.0,16.0,24.0
14.0,2.0,15.0,-1.0
4.0,3.0,5.0,20.0
10.0,4.0,12.0,0.8333333333333334
16.0,3.0,19.0,304.0
8.0,4.0,2.0,4.0
9.0,3.0,8.0,72.0
2.0,4.0,3.0,0.6666666666666666
4.0,1.0,4.0,8.0
16.0,1.0,15.0,31.0
12.0,1.0,8.0,20.0
15.0,1.0,19.0,34.0
9.0,2.0,8.0,1.0
6.0,1.0,18.0,24.0
12.0,4.0,7.0,1.7142857142857142
6.0,4.0,17.0,0.35294117647058826
1.0,1.0,15.0,16.0
17.0,3.0,20.0,340.0
5.0,3.0,17.0,85.0
4.0,4.0,6.0,0.6666666666666666
16.0,2.0,7.0,9.0
14.0,4.0,11.0,1.2727272727272727
15.0,3.0,1.0,15.0
2.0,2.0,1.0,1.0
20.0,1.0,16.0,36.0
10.0,1.0,18.0,28.0
2.0,1.0,3.0,5.0
14.0,1.0,1.0,15.0
10.0,2.0,20.0,-10.0
9.0,3.0,10.0,90.0
5.0,2.0,17.0,-12.0
20.0,1.0,13.0,33.0
18.0,4.0,6.0,3.0
3.0,1.0,19.0,22.0
4.0,4.0,19.0,0.21052631578947367
12.0,1.0,7.0,19.0
17.0,2.0,4.0,13.0
15.0,2.0,12.0,3.0
6.0,2.0,2.0,4.0
2.0,4.0,13.0,0.15384615384615385
3.0,3.0,12.0,36.0
7.0,2.0,8.0,-1.0
16.0,3.0,6.0,96.0
12.0,3.0,15.0,180.0
4.0,4.0,6.0,0.6666666666666666
10.0,4.0,13.0,0.7692307692307693
10.0,3.0,18.0,180.0
4.0,3.0,14.0,56.0
11.0,1.0,13.0,24.0
4.0,1.0,15.0,19.0
8.0,1.0,13.0,21.0
4.0,1.0,13.0,17.0
12.0,1.0,5.0,17.0
4.0,4.0,18.0,0.2222222222222222
7.0,1.0,3.0,10.0
14.0,4.0,18.0,0.7777777777777778
14.0,4.0,15.0,0.9333333333333333
16.0,3.0,16.0,256.0
8.0,1.0,14.0,22.0
18.0,1.0,7.0,25.0
2.0,4.0,5.0,0.4
15.0,2.0,12.0,3.0
11.0,4.0,19.0,0.5789473684210527
14.0,3.0,7.0,98.0
14.0,1.0,7.0,21.0
6.0,3.0,18.0,108.0
16.0,2.0,13.0,3.0
16.0,4.0,7.0,2.2857142857142856
18.0,1.0,18.0,36.0
10.0,2.0,8.0,2.0
12.0,1.0,8.0,20.0
12.0,4.0,15.0,0.8
5.0,4.0,16.0,0.3125
11.0,2.0,7.0,4.0
14.0,2.0,16.0,-2.0
4.0,1.0,9.0,13.0
10.0,4.0,4.0,2.5
12.0,3.0,16.0,192.0
14.0,3.0,16.0,224.0
18.0,1.0,2.0,20.0
16.0,2.0,7.0,9.0
14.0,4.0,3.0,4.666666666666667
8.0,3.0,1.0,8.0
7.0,4.0,9.0,0.7777777777777778
11.0,4.0,12.0,0.9166666666666666
12.0,2.0,6.0,6.0
17.0,1.0,10.0,27.0
1.0,4.0,16.0,0.0625
7.0,3.0,18.0,126.0
7.0,4.0,11.0,0.6363636363636364
4.0,4.0,13.0,0.3076923076923077
2.0,2.0,3.0,-1.0
6.0,3.0,5.0,30.0
17.0,2.0,18.0,-1.0
12.0,1.0,4.0,16.0
8.0,2.0,18.0,-10.0
17.0,3.0,10.0,170.0
10.0,4.0,1.0,10.0
10.0,4.0,9.0,1.1111111111111112
20.0,2.0,6.0,14.0
6.0,4.0,11.0,0.5454545454545454
5.0,3.0,14.0,70.0
15.0,3.0,4.0,60.0
9.0,3.0,19.0,171.0
16.0,2.0,12.0,4.0
10.0,1.0,2.0,12.0
15.0,3.0,15.0,225.0
7.0,1.0,6.0,13.0
15.0,3.0,3.0,45.0
8.0,4.0,15.0,0.5333333333333333
17.0,2.0,20.0,-3.0
17.0,1.0,20.0,37.0
1.0,3.0,18.0,18.0
18.0,3.0,19.0,342.0
8.0,1.0,4.0,12.0
19.0,2.0,12.0,7.0
16.0,3.0,20.0,320.0
6.0,4.0,8.0,0.75
7.0,1.0,10.0,17.0
3.0,3.0,12.0,36.0
20.0,1.0,12.0,32.0
9.0,4.0,16.0,0.5625
17.0,3.0,4.0,68.0
10.0,3.0,15.0,150.0
9.0,1.0,10.0,19.0
14.0,4.0,11.0,1.2727272727272727
10.0,4.0,3.0,3.3333333333333335
11.0,2.0,17.0,-6.0
4.0,1.0,17.0,21.0
7.0,4.0,10.0,0.7
18.0,1.0,12.0,30.0
12.0,2.0,19.0,-7.0
12.0,2.0,3.0,9.0
16.0,2.0,9.0,7.0
2.0,4.0,7.0,0.2857142857142857
10.0,4.0,12.0,0.8333333333333334
19.0,1.0,15.0,34.0
10.0,2.0,11.0,-1.0
16.0,2.0,18.0,-2.0
4.0,1.0,7.0,11.0
3.0,1.0,2.0,5.0
17.0,3.0,8.0,136.0
18.0,4.0,2.0,9.0
3.0,2.0,3.0,0.0
3.0,2.0,20.0,-17.0
18.0,4.0,9.0,2.0
1.0,3.0,20.0,20.0
1.0,2.0,1.0,0.0
18.0,1.0,17.0,35.0
8.0,2.0,19.0,-11.0
18.0,3.0,17.0,306.0
17.0,4.0,14.0,1.2142857142857142
6.0,4.0,1.0,6.0
12.0,4.0,20.0,0.6
8.0,1.0,10.0,18.0
17.0,2.0,18.0,-1.0
6.0,2.0,19.0,-13.0
11.0,3.0,8.0,88.0
15.0,3.0,16.0,240.0
16.0,3.0,11.0,176.0
5.0,1.0,2.0,7.0
3.0,3.0,1.0,3.0
1.0,3.0,17.0,17.0
11.0,2.0,17.0,-6.0
16.0,2.0,18.0,-2.0
12.0,4.0,14.0,0.8571428571428571
18.0,4.0,9.0,2.0
2.0,3.0,10.0,20.0
16.0,4.0,18.0,0.8888888888888888
6.0,3.0,16.0,96.0
14.0,1.0,2.0,16.0
3.0,1.0,6.0,9.0
15.0,1.0,16.0,31.0
15.0,4.0,4.0,3.75
5.0,3.0,6.0,30.0
17.0,2.0,8.0,9.0
19.0,4.0,6.0,3.1666666666666665
11.0,4.0,18.0,0.6111111111111112
6.0,1.0,4.0,10.0
13.0,4.0,6.0,2.1666666666666665
2.0,4.0,5.0,0.4
19.0,1.0,10.0,29.0
9.0,4.0,5.0,1.8
14.0,2.0,13.0,1.0
19.0,4.0,11.0,1.7272727272727273
6.0,2.0,5.0,1.0
17.0,2.0,12.0,5.0
11.0,3.0,8.0,88.0
8.0,2.0,19.0,-11.0
10.0,2.0,18.0,-8.0
16.0,4.0,17.0,0.9411764705882353
7.0,2.0,2.0,5.0
10.0,2.0,5.0,5.0
5.0,2.0,15.0,-10.0
16.0,2.0,17.0,-1.0
4.0,1.0,4.0,8.0
2.0,2.0,19.0,-17.0
14.0,2.0,2.0,12.0
10.0,3.0,4.0,40.0
4.0,2.0,16.0,-12.0
16.0,2.0,5.0,11.0
2.0,2.0,10.0,-8.0
5.0,3.0,1.0,5.0
11.0,3.0,4.0,44.0
4.0,4.0,8.0,0.5
11.0,3.0,19.0,209.0
7.0,4.0,11.0,0.6363636363636364
15.0,1.0,2.0,17.0
12.0,1.0,8.0,20.0
13.0,3.0,2.0,26.0
17.0,1.0,5.0,22.0
15.0,3.0,10.0,150.0
3.0,1.0,18.0,21.0
17.0,2.0,12.0,5.0
14.0,3.0,6.0,84.0
9.0,4.0,4.0,2.25
8.0,2.0,19.0,-11.0
2.0,4.0,8.0,0.25
18.0,1.0,6.0,24.0
3.0,1.0,9.0,12.0
9.0,2.0,6.0,3.0
4.0,1.0,16.0,20.0
